"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TRCH","Torchlight Energy Resources, Inc.","1.3","71534453.9","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/trch",
"TSEM","Tower Semiconductor Ltd.","22.61","1952531770","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsem",
"CLUB","Town Sports International Holdings, Inc.","3.25","86741645.25","n/a","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/club",
"TOWN","Towne Bank","31.95","1996624767.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/town",
"TPIC","TPI Composites, Inc.","19.35","652808299.05","n/a","2016","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","4.104","66343864.536","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","68.99","8962538296.13","n/a","1994","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/tsco",
"TWMC","Trans World Entertainment Corp.","1.7","61396159.6","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/twmc",
"TACT","TransAct Technologies Incorporated","8.15","59873640.85","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","12.75","89508710.25","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/trns",
"TGA","Transglobe Energy Corp","1.58","114084483.02","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tga",
"TA","TravelCenters of America LLC","6","237123216","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America LLC","25.26","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America LLC","25.42","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America LLC","26.49","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/tannz",
"TZOO","Travelzoo Inc.","9.575","128374275.125","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tzoo",
"TRVN","Trevena, Inc.","3.42","195383177.28","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/trvn",
"TCBK","TriCo Bancshares","34.75","794772601.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbk",
"TRIL","Trillium Therapeutics Inc.","6.65","52170473.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tril",
"TRS","TriMas Corporation","20.2","919509837.8","n/a","2007","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","31.27","7903576929","n/a","1990","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trmb",
"TRIB","Trinity Biotech plc","5.56","133187831.76","23954646","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TRIP","TripAdvisor, Inc.","41.64","6002817319.92","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/trip",
"TSC","TriState Capital Holdings, Inc.","23.05","660124939.3","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/tsc",
"TBK","Triumph Bancorp, Inc.","25.9","468357314.6","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/tbk",
"TRVG","trivago N.V.","13.02","390946787.7","30026635","2016","n/a","n/a","http://www.nasdaq.com/symbol/trvg",
"TRNC","tronc, Inc.","14.42","525485608.06","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/trnc",
"TROV","TrovaGene, Inc.","1.05","32513250","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trov",
"TROVU","TrovaGene, Inc.","2.28","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovu",
"TROVW","TrovaGene, Inc.","0.1593","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovw",
"TRUE","TrueCar, Inc.","14.915","1292686674.345","n/a","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/true",
"THST","Truett-Hurst, Inc.","2.26","9835043.14","n/a","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/thst",
"TRUP","Trupanion, Inc.","14.48","427302497.68","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","7.95","762110396.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","31.52","2152355398.24","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trmk",
"TSRI","TSR, Inc.","5.2","10202722.4","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri",
"TTMI","TTM Technologies, Inc.","17.06","1712919075.38","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/ttmi",
"TCX","Tucows Inc.","50.65","530275413.9","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tcx",
"TUES","Tuesday Morning Corp.","3.6","162223758","n/a","1999","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tues",
"TOUR","Tuniu Corporation","8.3","264861872.7","31911069","2014","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/tour",
"HEAR","Turtle Beach Corporation","0.8348","41115015.2928","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hear",
"TUTI","Tuttle Tactical Management Multi-Strategy Income ETF","22.74","21603090.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tuti",
"TUTT","Tuttle Tactical Management U.S. Core ETF","22.04","59508088.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tutt",
"FOX","Twenty-First Century Fox, Inc.","31.21","57764552141.77","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/fox",
"FOXA","Twenty-First Century Fox, Inc.","31.76","38777053097.84","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/foxa",
"TWIN","Twin Disc, Incorporated","19.09","219900248.97","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/twin",
"TRCB","Two River Bancorp","17.66","148156221.22","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trcb",
"USCR","U S Concrete, Inc.","63","1001076867","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","3.21","110926759.83","n/a","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prts",
"USEG","U.S. Energy Corp.","0.86","5275675.16","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","1.51","22956128.34","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/grow",
"UREE","U.S. Rare Earths, Inc.","0.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uree",
"UBNT","Ubiquiti Networks, Inc.","49.36","4058954737.6","n/a","2011","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/ubnt",
"UFPT","UFP Technologies, Inc.","25","180534775","n/a","1993","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/ufpt",
"ULTA","Ulta Beauty, Inc.","281.57","17494581856.05","n/a","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","16.56","553144687.92","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/uctt",
"RARE","Ultragenyx Pharmaceutical Inc.","64.97","2710986037.92","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","5.3","81427387.4","n/a","1992","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ulbi",
"UTEK","Ultratech, Inc.","29.47","796350452.17","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/utek",
"UMBF","UMB Financial Corporation","74.81","3728545212.38","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/umbf",
"UMPQ","Umpqua Holdings Corporation","17.59","3875842499.21","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/umpq",
"UNAM","Unico American Corporation","9.6","50948476.8","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/unam",
"UNIS","Unilife Corporation","1.26","22865261.58","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/unis",
"UBSH","Union Bankshares Corporation","34.98","1528394432.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsh",
"UNB","Union Bankshares, Inc.","41.85","186740349.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/unb",
"UNXL","Uni-Pixel, Inc.","0.83","46251054.46","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/unxl",
"QURE","uniQure N.V.","5.66","144032691.52","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/qure",
"UBCP","United Bancorp, Inc.","12.15","63277819.65","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","20.7503","67792226.1144","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/uboh",
"UBSI","United Bankshares, Inc.","41.55","3367456314","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsi",
"UCBA","United Community Bancorp","17.65","74001225.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ucba",
"UCBI","United Community Banks, Inc.","26.87","1906869532.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ucbi",
"UCFC","United Community Financial Corp.","8.23","409011634.81","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/ucfc",
"UBNK","United Financial Bancorp, Inc. ","16.7","848646521.9","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/ubnk",
"UFCS","United Fire Group, Inc","42.39","1079207730.63","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ufcs",
"UIHC","United Insurance Holdings Corp.","15.41","334807029.28","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/uihc",
"UNFI","United Natural Foods, Inc.","43.16","2183577781.32","n/a","1996","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/unfi",
"UBFO","United Security Bancshares","7.3","121969188.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubfo",
"USLM","United States Lime & Minerals, Inc.","79.4","442777196.6","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/uslm",
"UTHR","United Therapeutics Corporation","124.475","5596597151.6","n/a","1999","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/uthr",
"UG","United-Guardian, Inc.","14.6","67077057.4","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ug",
"UNIT","Uniti Group Inc.","25.53","3980925833.7","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/unit",
"UNTY","Unity Bancorp, Inc.","16.8","176364199.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/unty",
"OLED","Universal Display Corporation","84.6","3974590738.8","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/oled",
"UEIC","Universal Electronics Inc.","66.95","963415253.45","n/a","1993","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/ueic",
"UFPI","Universal Forest Products, Inc.","95.16","1936683854.04","n/a","1993","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/ufpi",
"ULH","Universal Logistics Holdings, Inc.","13.65","388245503.1","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ulh",
"USAP","Universal Stainless & Alloy Products, Inc.","17.01","127713699.54","n/a","1994","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/usap",
"UVSP","Univest Corporation of Pennsylvania","26.1","695306061.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/uvsp",
"UPLD","Upland Software, Inc.","15.69","279930859.95","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/upld",
"URRE","Uranium Resources, Inc.","1.83","44822874.42","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urre",
"URBN","Urban Outfitters, Inc.","22.49","2614097734.69","n/a","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/urbn",
"ECOL","US Ecology, Inc.","45.65","995120561.05","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/ecol",
"USAT","USA Technologies, Inc.","4.25","171392618.75","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usat",
"USATP","USA Technologies, Inc.","22.2","9880398.6","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usatp",
"USAK","USA Truck, Inc.","7.32","60221369.16","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/usak",
"UTMD","Utah Medical Products, Inc.","60.95","226424983.5","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/utmd",
"UTSI","UTStarcom Holdings Corp","1.95","71097391.95","n/a","2000","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/utsi",
"VLRX","Valeritas Holdings, Inc.","6.75","11076169.5","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vlrx",
"VALX","Validea Market Legends ETF","26.72","22708793.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/valx",
"VALU","Value Line, Inc.","17.6","170986252.8","n/a","1983","Finance","Investment Managers","http://www.nasdaq.com/symbol/valu",
"VNDA","Vanda Pharmaceuticals Inc.","13.825","613089408.575","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vnda",
"BBH","VanEck Vectors Biotech ETF","118.67","676004011.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bbh",
"GNRX","VanEck Vectors Generic Drugs ETF","22.5093","4501860","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnrx",
"PPH","VanEck Vectors Pharmaceutical ETF","54.76","330648436.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pph",
"VWOB","Vanguard Emerging Markets Government Bond ETF","79.48","954618066.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vwob",
"VNQI","Vanguard Global ex-U.S. Real Estate ETF","53.52","3766604549.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vnqi",
"VGIT","Vanguard Intermediate -Term Government Bond ETF","64.4","1056236700.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgit",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","86.41","13169880134.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcit",
"VIGI","Vanguard International Dividend Appreciation ETF","57.91","258381853.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vigi",
"VYMI","Vanguard International High Dividend Yield ETF","60.49","271644136.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vymi",
"VCLT","Vanguard Long-Term Corporate Bond ETF","89.87","1626969723.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vclt",
"VGLT","Vanguard Long-Term Government Bond ETF","74.77","446078044.31","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vglt",
"VMBS","Vanguard Mortgage-Backed Securities ETF","52.5","3676374975","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmbs",
"VONE","Vanguard Russell 1000 ETF","108.12","667641000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vone",
"VONG","Vanguard Russell 1000 Growth ETF","116.34","1064710057.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vong",
"VONV","Vanguard Russell 1000 Value ETF","100.36","1013636000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vonv",
"VTWO","Vanguard Russell 2000 ETF","109.09","981810000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwo",
"VTWG","Vanguard Russell 2000 Growth ETF","115.67","185072000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Russell 2000 Value ETF","101.46","175018500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwv",
"VTHR","Vanguard Russell 3000 ETF","108.2999","314069710","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vthr",
"VCSH","Vanguard Short-Term Corporate Bond ETF","79.66","18041741329.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcsh",
"VGSH","Vanguard Short-Term Government ETF","60.75","1403174097","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgsh",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","49.53","3375063898.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtip",
"BNDX","Vanguard Total International Bond ETF","54.23","6698779622.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bndx",
"VXUS","Vanguard Total International Stock ETF","49.71","7427958556.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vxus",
"VREX","Varex Imaging Corporation","33.13","1238622364.9","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vrex",
"VRNS","Varonis Systems, Inc.","31.25","847431687.5","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vrns",
"VDSI","VASCO Data Security International, Inc.","12.95","520699233.25","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/vdsi",
"VBLT","Vascular Biogenics Ltd.","5.9","158723481.5","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vblt",
"VBIV","VBI Vaccines, Inc.","5.59","223051380.63","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vbiv",
"WOOF","VCA Inc. ","91.57","7438781710.41","n/a","2001","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/woof",
"VECO","Veeco Instruments Inc.","29","1176521387","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/veco",
"DGLD","VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind","49.33","14996813.3","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dgld",
"DSLV","VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver","20.54","17745245.44","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dslv",
"UGLD","VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In","10.62","101321363.16","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ugld",
"USLV","VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve","16.62","262055235.06","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/uslv",
"TVIZ","VelocityShares Daily 2x VIX Medium Term ETN","20.78","1722620.44","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tviz",
"TVIX","VelocityShares Daily 2x VIX Short Term ETN","34.48","198556286.64","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tvix",
"ZIV","VelocityShares Daily Inverse VIX Medium Term ETN","61.55","93125150","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ziv",
"XIV","VelocityShares Daily Inverse VIX Short Term ETN","73.54","641186655.82","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/xiv",
"VIIZ","VelocityShares VIX Medium Term ETN","9.19","1056850","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viiz",
"VIIX","VelocityShares VIX Short Term ETN","26.46","12150246.78","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viix",
"VEON","VEON Ltd.","3.99","5346708907.05","1340027295","n/a","n/a","n/a","http://www.nasdaq.com/symbol/veon",
"VRA","Vera Bradley, Inc.","8.58","310429384.98","n/a","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","9.01","304973038.84","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.98","73244987.64","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","2.675","87535753.05","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vcel",
"VRNT","Verint Systems Inc.","42.4","2646562462.4","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","87.3","8933282415","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","79.95","13298988214.2","n/a","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","27.59","420056370.5","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/vbtx",
"VRML","Vermillion, Inc.","2.01","112711990.17","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSAR","Versartis, Inc.","21.3","746486722.5","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar",
"VTNR","Vertex Energy, Inc","1.03","34255767.81","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","112.29","27897117280.83","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VIA","Viacom Inc.","47.95","19031171926.9","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","45.54","15823333500.48","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/viab",
"VMET","Viamet Pharmaceuticals Corp.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmet",
"VSAT","ViaSat, Inc.","63.17","3637899025.1","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","10.32","2376842327.28","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/viav",
"VICL","Vical Incorporated","2.13","23629502.19","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VICR","Vicor Corporation","15.8","617456021","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vicr",
"CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","30.56","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciz",
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF","27.2254","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cez",
"CID","VictoryShares International High Div Volatility Wtd ETF","33.1794","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cid",
"CIL","VictoryShares International Volatility Wtd ETF","35.2328","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cil",
"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","42.34","29638000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfo",
"CFA","VictoryShares US 500 Volatility Wtd ETF","42.39","8478000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfa",
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","39.9241","21958255","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csf",
"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF","42.715","27764750","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdc",
"CDL","VictoryShares US Large Cap High Div Volatility Wtd ETF","41.61","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdl",
"CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","39.86","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csb",
"CSA","VictoryShares US Small Cap Volatility Wtd ETF","40.87","2094523824.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csa",
"VBND","Vident Core U.S. Bond Strategy Fund","49.3296","424234560","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbnd",
"VUSE","Vident Core US Equity ETF","29.18","443536000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vuse",
"VIDI","Vident International Equity Fund","23.98","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vidi",
"VDTH","Videocon d2h Limited","11.03","416381397","37749900","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/vdth",
"VRAY","ViewRay, Inc.","7.83","434486222.37","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","1.41","33593849.25","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","0.51","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","27.3","38991525.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vbfc",
"VLGEA","Village Super Market, Inc.","26.1","370265379.3","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/vlgea",
"VNOM","Viper Energy Partners LP","18.1","1766113943.6","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnom",
"VIRC","Virco Manufacturing Corporation","3.8","57682723.2","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc",
"VIRT","Virtu Financial, Inc.","16.35","2278522936.35","n/a","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/virt",
"VRTS","Virtus Investment Partners, Inc.","104.45","712244863.35","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/vrts",
"VRTSP","Virtus Investment Partners, Inc.","97.2112","0","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/vrtsp",
"VRTU","Virtusa Corporation","27.81","833118686.82","n/a","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/vrtu",
